# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2008-07-07 06:40:32 EDT
#
# Data for the following site(s) are contained in this file
#    USGS 02169810 SANTEE R AT TREZESVANTS LANDING NR FT MOTTE, SC
# -----------------------------------------------------------------------------------
#
# Data provided for site 02169810
#    DD parameter   Description
#    01   00065     Gage height, feet
#
agency_cd	site_no	datetime	01_00065	01_00065_cd
USGS	02169810	2008-06-11 16:45	74.19	
USGS	02169810	2008-06-11 17:00	74.19	
USGS	02169810	2008-06-11 17:15	74.20	
USGS	02169810	2008-06-11 17:30	74.19	
USGS	02169810	2008-06-11 17:45	74.20	
USGS	02169810	2008-06-11 18:00	74.21	
USGS	02169810	2008-06-11 18:15	74.22	
USGS	02169810	2008-06-11 18:30	74.24	
USGS	02169810	2008-06-11 18:45	74.25	
USGS	02169810	2008-06-11 19:00	74.25	
USGS	02169810	2008-06-11 19:15	74.26	
USGS	02169810	2008-06-11 19:30	74.27	
USGS	02169810	2008-06-11 19:45	74.28	
USGS	02169810	2008-06-11 20:00	74.30	
USGS	02169810	2008-06-11 20:15	74.30	
USGS	02169810	2008-06-11 20:30	74.31	
USGS	02169810	2008-06-11 20:45	74.30	
USGS	02169810	2008-06-11 21:00	74.30	
USGS	02169810	2008-06-11 21:15	74.30	
USGS	02169810	2008-06-11 21:30	74.29	
USGS	02169810	2008-06-11 21:45	74.27	
USGS	02169810	2008-06-11 22:00	74.26	
USGS	02169810	2008-06-11 22:15	74.25	
USGS	02169810	2008-06-11 22:30	74.24	
USGS	02169810	2008-06-11 22:45	74.23	
USGS	02169810	2008-06-11 23:00	74.22	
USGS	02169810	2008-06-11 23:15	74.21	
USGS	02169810	2008-06-11 23:30	74.21	
USGS	02169810	2008-06-11 23:45	74.20	
USGS	02169810	2008-06-12 00:00	74.19	
USGS	02169810	2008-06-12 00:15	74.19	
USGS	02169810	2008-06-12 00:30	74.18	
USGS	02169810	2008-06-12 00:45	74.18	
USGS	02169810	2008-06-12 01:00	74.17	
USGS	02169810	2008-06-12 01:15	74.17	
USGS	02169810	2008-06-12 01:30	74.16	
USGS	02169810	2008-06-12 01:45	74.16	
USGS	02169810	2008-06-12 02:00	74.15	
USGS	02169810	2008-06-12 02:15	74.15	
USGS	02169810	2008-06-12 02:30	74.14	
USGS	02169810	2008-06-12 02:45	74.14	
USGS	02169810	2008-06-12 03:00	74.13	
USGS	02169810	2008-06-12 03:15	74.13	
USGS	02169810	2008-06-12 03:30	74.13	
USGS	02169810	2008-06-12 03:45	74.13	
USGS	02169810	2008-06-12 04:00	74.12	
USGS	02169810	2008-06-12 04:15	74.12	
USGS	02169810	2008-06-12 04:30	74.12	
USGS	02169810	2008-06-12 04:45	74.12	
USGS	02169810	2008-06-12 05:00	74.12	
USGS	02169810	2008-06-12 05:15	74.12	
USGS	02169810	2008-06-12 05:30	74.11	
USGS	02169810	2008-06-12 05:45	74.11	
USGS	02169810	2008-06-12 06:00	74.11	
USGS	02169810	2008-06-12 06:15	74.10	
USGS	02169810	2008-06-12 06:30	74.10	
USGS	02169810	2008-06-12 06:45	74.09	
USGS	02169810	2008-06-12 07:00	74.10	
USGS	02169810	2008-06-12 07:15	74.09	
USGS	02169810	2008-06-12 07:30	74.08	
USGS	02169810	2008-06-12 07:45	74.07	
USGS	02169810	2008-06-12 08:00	74.07	
USGS	02169810	2008-06-12 08:15	74.06	
USGS	02169810	2008-06-12 08:30	74.06	
USGS	02169810	2008-06-12 08:45	74.06	
USGS	02169810	2008-06-12 09:00	74.05	
USGS	02169810	2008-06-12 09:15	74.05	
USGS	02169810	2008-06-12 09:30	74.05	
USGS	02169810	2008-06-12 09:45	74.05	
USGS	02169810	2008-06-12 10:00	74.06	
USGS	02169810	2008-06-12 10:15	74.06	
USGS	02169810	2008-06-12 10:30	74.07	
USGS	02169810	2008-06-12 10:45	74.08	
USGS	02169810	2008-06-12 11:00	74.08	
USGS	02169810	2008-06-12 11:15	74.09	
USGS	02169810	2008-06-12 11:30	74.09	
USGS	02169810	2008-06-12 11:45	74.10	
USGS	02169810	2008-06-12 12:00	74.10	
USGS	02169810	2008-06-12 12:15	74.12	
USGS	02169810	2008-06-12 12:30	74.12	
USGS	02169810	2008-06-12 12:45	74.12	
USGS	02169810	2008-06-12 13:00	74.11	
USGS	02169810	2008-06-12 13:15	74.12	
USGS	02169810	2008-06-12 13:30	74.12	
USGS	02169810	2008-06-12 13:45	74.12	
USGS	02169810	2008-06-12 14:00	74.11	
USGS	02169810	2008-06-12 14:15	74.12	
USGS	02169810	2008-06-12 14:30	74.12	
USGS	02169810	2008-06-12 14:45	74.12	
USGS	02169810	2008-06-12 15:00	74.12	
USGS	02169810	2008-06-12 15:15	74.13	
USGS	02169810	2008-06-12 15:30	74.13	
USGS	02169810	2008-06-12 15:45	74.14	
USGS	02169810	2008-06-12 16:00	74.14	
USGS	02169810	2008-06-12 16:15	74.14	
USGS	02169810	2008-06-12 16:30	74.15	
USGS	02169810	2008-06-12 16:45	74.15	
USGS	02169810	2008-06-12 17:00	74.16	
USGS	02169810	2008-06-12 17:15	74.17	
USGS	02169810	2008-06-12 17:30	74.18	
USGS	02169810	2008-06-12 17:45	74.18	
USGS	02169810	2008-06-12 18:00	74.18	
USGS	02169810	2008-06-12 18:15	74.18	
USGS	02169810	2008-06-12 18:30	74.18	
USGS	02169810	2008-06-12 18:45	74.18	
USGS	02169810	2008-06-12 19:00	74.17	
USGS	02169810	2008-06-12 19:15	74.17	
USGS	02169810	2008-06-12 19:30	74.18	
USGS	02169810	2008-06-12 19:45	74.18	
USGS	02169810	2008-06-12 20:00	74.18	
USGS	02169810	2008-06-12 20:15	74.19	
USGS	02169810	2008-06-12 20:30	74.20	
USGS	02169810	2008-06-12 20:45	74.20	
USGS	02169810	2008-06-12 21:00	74.21	
USGS	02169810	2008-06-12 21:15	74.22	
USGS	02169810	2008-06-12 21:30	74.22	
USGS	02169810	2008-06-12 21:45	74.23	
USGS	02169810	2008-06-12 22:00	74.23	
USGS	02169810	2008-06-12 22:15	74.24	
USGS	02169810	2008-06-12 22:30	74.25	
USGS	02169810	2008-06-12 22:45	74.25	
USGS	02169810	2008-06-12 23:00	74.25	
USGS	02169810	2008-06-12 23:15	74.25	
USGS	02169810	2008-06-12 23:30	74.25	
USGS	02169810	2008-06-12 23:45	74.25	
USGS	02169810	2008-06-13 00:00	74.24	
USGS	02169810	2008-06-13 00:15	74.23	
USGS	02169810	2008-06-13 00:30	74.23	
USGS	02169810	2008-06-13 00:45	74.22	
USGS	02169810	2008-06-13 01:00	74.21	
USGS	02169810	2008-06-13 01:15	74.20	
USGS	02169810	2008-06-13 01:30	74.18	
USGS	02169810	2008-06-13 01:45	74.18	
USGS	02169810	2008-06-13 02:00	74.17	
USGS	02169810	2008-06-13 02:15	74.16	
USGS	02169810	2008-06-13 02:30	74.15	
USGS	02169810	2008-06-13 02:45	74.15	
USGS	02169810	2008-06-13 03:00	74.14	
USGS	02169810	2008-06-13 03:15	74.14	
USGS	02169810	2008-06-13 03:30	74.13	
USGS	02169810	2008-06-13 03:45	74.13	
USGS	02169810	2008-06-13 04:00	74.12	
USGS	02169810	2008-06-13 04:15	74.11	
USGS	02169810	2008-06-13 04:30	74.11	
USGS	02169810	2008-06-13 04:45	74.10	
USGS	02169810	2008-06-13 05:00	74.10	
USGS	02169810	2008-06-13 05:15	74.09	
USGS	02169810	2008-06-13 05:30	74.09	
USGS	02169810	2008-06-13 05:45	74.09	
USGS	02169810	2008-06-13 06:00	74.08	
USGS	02169810	2008-06-13 06:15	74.08	
USGS	02169810	2008-06-13 06:30	74.08	
USGS	02169810	2008-06-13 06:45	74.07	
USGS	02169810	2008-06-13 07:00	74.07	
USGS	02169810	2008-06-13 07:15	74.07	
USGS	02169810	2008-06-13 07:30	74.06	
USGS	02169810	2008-06-13 07:45	74.06	
USGS	02169810	2008-06-13 08:00	74.05	
USGS	02169810	2008-06-13 08:15	74.05	
USGS	02169810	2008-06-13 08:30	74.04	
USGS	02169810	2008-06-13 08:45	74.03	
USGS	02169810	2008-06-13 09:00	74.03	
USGS	02169810	2008-06-13 09:15	74.02	
USGS	02169810	2008-06-13 09:30	74.02	
USGS	02169810	2008-06-13 09:45	74.01	
USGS	02169810	2008-06-13 10:00	74.01	
USGS	02169810	2008-06-13 10:15	74.00	
USGS	02169810	2008-06-13 10:30	74.00	
USGS	02169810	2008-06-13 10:45	73.99	
USGS	02169810	2008-06-13 11:00	73.99	
USGS	02169810	2008-06-13 11:15	73.98	
USGS	02169810	2008-06-13 11:30	73.99	
USGS	02169810	2008-06-13 11:45	73.98	
USGS	02169810	2008-06-13 12:00	73.98	
USGS	02169810	2008-06-13 12:15	73.98	
USGS	02169810	2008-06-13 12:30	73.98	
USGS	02169810	2008-06-13 12:45	73.97	
USGS	02169810	2008-06-13 13:00	73.99	
USGS	02169810	2008-06-13 13:15	73.99	
USGS	02169810	2008-06-13 13:30	74.00	
USGS	02169810	2008-06-13 13:45	74.00	
USGS	02169810	2008-06-13 14:00	74.01	
USGS	02169810	2008-06-13 14:15	74.01	
USGS	02169810	2008-06-13 14:30	74.02	
USGS	02169810	2008-06-13 14:45	74.02	
USGS	02169810	2008-06-13 15:00	74.02	
USGS	02169810	2008-06-13 15:15	74.01	
USGS	02169810	2008-06-13 15:30	74.01	
USGS	02169810	2008-06-13 15:45	74.00	
USGS	02169810	2008-06-13 16:00	74.01	
USGS	02169810	2008-06-13 16:15	74.00	
USGS	02169810	2008-06-13 16:30	73.99	
USGS	02169810	2008-06-13 16:45	73.99	
USGS	02169810	2008-06-13 17:00	73.98	
USGS	02169810	2008-06-13 17:15	73.99	
USGS	02169810	2008-06-13 17:30	73.99	
USGS	02169810	2008-06-13 17:45	74.03	
USGS	02169810	2008-06-13 18:00	74.04	
USGS	02169810	2008-06-13 18:15	74.08	
USGS	02169810	2008-06-13 18:30	74.09	
USGS	02169810	2008-06-13 18:45	74.11	
USGS	02169810	2008-06-13 19:00	74.12	
USGS	02169810	2008-06-13 19:15	74.14	
USGS	02169810	2008-06-13 19:30	74.16	
USGS	02169810	2008-06-13 19:45	74.17	
USGS	02169810	2008-06-13 20:00	74.13	
USGS	02169810	2008-06-13 20:15	74.18	
USGS	02169810	2008-06-13 20:30	74.17	
USGS	02169810	2008-06-13 20:45	74.17	
USGS	02169810	2008-06-13 21:00	74.17	
USGS	02169810	2008-06-13 21:15	74.16	
USGS	02169810	2008-06-13 21:30	74.15	
USGS	02169810	2008-06-13 21:45	74.15	
USGS	02169810	2008-06-13 22:00	74.15	
USGS	02169810	2008-06-13 22:15	74.14	
USGS	02169810	2008-06-13 22:30	74.14	
USGS	02169810	2008-06-13 22:45	74.14	
USGS	02169810	2008-06-13 23:00	74.13	
USGS	02169810	2008-06-13 23:15	74.13	
USGS	02169810	2008-06-13 23:30	74.12	
USGS	02169810	2008-06-13 23:45	74.11	
USGS	02169810	2008-06-14 00:00	74.10	
USGS	02169810	2008-06-14 00:15	74.10	
USGS	02169810	2008-06-14 00:30	74.09	
USGS	02169810	2008-06-14 00:45	74.09	
USGS	02169810	2008-06-14 01:00	74.08	
USGS	02169810	2008-06-14 01:15	74.08	
USGS	02169810	2008-06-14 01:30	74.07	
USGS	02169810	2008-06-14 01:45	74.07	
USGS	02169810	2008-06-14 02:00	74.07	
USGS	02169810	2008-06-14 02:15	74.06	
USGS	02169810	2008-06-14 02:30	74.06	
USGS	02169810	2008-06-14 02:45	74.06	
USGS	02169810	2008-06-14 03:00	74.05	
USGS	02169810	2008-06-14 03:15	74.04	
USGS	02169810	2008-06-14 03:30	74.04	
USGS	02169810	2008-06-14 03:45	74.04	
USGS	02169810	2008-06-14 04:00	74.03	
USGS	02169810	2008-06-14 04:15	74.02	
USGS	02169810	2008-06-14 04:30	74.02	
USGS	02169810	2008-06-14 04:45	74.02	
USGS	02169810	2008-06-14 05:00	74.01	
USGS	02169810	2008-06-14 05:15	74.01	
USGS	02169810	2008-06-14 05:30	74.00	
USGS	02169810	2008-06-14 05:45	74.00	
USGS	02169810	2008-06-14 06:00	74.00	
USGS	02169810	2008-06-14 06:15	73.99	
USGS	02169810	2008-06-14 06:30	73.99	
USGS	02169810	2008-06-14 06:45	73.99	
USGS	02169810	2008-06-14 07:00	73.99	
USGS	02169810	2008-06-14 07:15	73.99	
USGS	02169810	2008-06-14 07:30	73.98	
USGS	02169810	2008-06-14 07:45	73.94	
USGS	02169810	2008-06-14 08:00	73.98	
USGS	02169810	2008-06-14 08:15	73.98	
USGS	02169810	2008-06-14 08:30	73.97	
USGS	02169810	2008-06-14 08:45	73.96	
USGS	02169810	2008-06-14 09:00	73.96	
USGS	02169810	2008-06-14 09:15	73.95	
USGS	02169810	2008-06-14 09:30	73.96	
USGS	02169810	2008-06-14 09:45	73.95	
USGS	02169810	2008-06-14 10:00	73.94	
USGS	02169810	2008-06-14 10:15	73.94	
USGS	02169810	2008-06-14 10:30	73.93	
USGS	02169810	2008-06-14 10:45	73.94	
USGS	02169810	2008-06-14 11:00	73.94	
USGS	02169810	2008-06-14 11:15	73.92	
USGS	02169810	2008-06-14 11:30	73.92	
USGS	02169810	2008-06-14 11:45	73.92	
USGS	02169810	2008-06-14 12:00	73.92	
USGS	02169810	2008-06-14 12:15	73.93	
USGS	02169810	2008-06-14 12:30	73.93	
USGS	02169810	2008-06-14 12:45	73.92	
USGS	02169810	2008-06-14 13:00	73.92	
USGS	02169810	2008-06-14 13:15	73.93	
USGS	02169810	2008-06-14 13:30	73.93	
USGS	02169810	2008-06-14 13:45	73.92	
USGS	02169810	2008-06-14 14:00	73.93	
USGS	02169810	2008-06-14 14:15	73.93	
USGS	02169810	2008-06-14 14:30	73.92	
USGS	02169810	2008-06-14 14:45	73.93	
USGS	02169810	2008-06-14 15:00	73.91	
USGS	02169810	2008-06-14 15:15	73.98	
USGS	02169810	2008-06-14 15:30	73.92	
USGS	02169810	2008-06-14 15:45	73.92	
USGS	02169810	2008-06-14 16:00	73.92	
USGS	02169810	2008-06-14 16:15	73.93	
USGS	02169810	2008-06-14 16:30	73.93	
USGS	02169810	2008-06-14 16:45	73.92	
USGS	02169810	2008-06-14 17:00	73.93	
USGS	02169810	2008-06-14 17:15	73.94	
USGS	02169810	2008-06-14 17:30	73.93	
USGS	02169810	2008-06-14 17:45	73.93	
USGS	02169810	2008-06-14 18:00	73.94	
USGS	02169810	2008-06-14 18:15	73.95	
USGS	02169810	2008-06-14 18:30	73.95	
USGS	02169810	2008-06-14 18:45	73.93	
USGS	02169810	2008-06-14 19:00	73.94	
USGS	02169810	2008-06-14 19:15	73.94	
USGS	02169810	2008-06-14 19:30	73.94	
USGS	02169810	2008-06-14 19:45	73.94	
USGS	02169810	2008-06-14 20:00	73.94	
USGS	02169810	2008-06-14 20:15	73.93	
USGS	02169810	2008-06-14 20:30	73.94	
USGS	02169810	2008-06-14 20:45	73.95	
USGS	02169810	2008-06-14 21:00	73.96	
USGS	02169810	2008-06-14 21:15	73.96	
USGS	02169810	2008-06-14 21:30	73.97	
USGS	02169810	2008-06-14 21:45	73.97	
USGS	02169810	2008-06-14 22:00	73.97	
USGS	02169810	2008-06-14 22:15	73.97	
USGS	02169810	2008-06-14 22:30	73.97	
USGS	02169810	2008-06-14 22:45	73.97	
USGS	02169810	2008-06-14 23:00	73.97	
USGS	02169810	2008-06-14 23:15	73.97	
USGS	02169810	2008-06-14 23:30	73.96	
USGS	02169810	2008-06-14 23:45	73.95	
USGS	02169810	2008-06-15 00:00	73.95	
USGS	02169810	2008-06-15 00:15	73.94	
USGS	02169810	2008-06-15 00:30	73.93	
USGS	02169810	2008-06-15 00:45	73.92	
USGS	02169810	2008-06-15 01:00	73.92	
USGS	02169810	2008-06-15 01:15	73.92	
USGS	02169810	2008-06-15 01:30	73.91	
USGS	02169810	2008-06-15 01:45	73.90	
USGS	02169810	2008-06-15 02:00	73.89	
USGS	02169810	2008-06-15 02:15	73.88	
USGS	02169810	2008-06-15 02:30	73.88	
USGS	02169810	2008-06-15 02:45	73.87	
USGS	02169810	2008-06-15 03:00	73.87	
USGS	02169810	2008-06-15 03:15	73.87	
USGS	02169810	2008-06-15 03:30	73.86	
USGS	02169810	2008-06-15 03:45	73.86	
USGS	02169810	2008-06-15 04:00	73.86	
USGS	02169810	2008-06-15 04:15	73.86	
USGS	02169810	2008-06-15 04:30	73.86	
USGS	02169810	2008-06-15 04:45	73.86	
USGS	02169810	2008-06-15 05:00	73.85	
USGS	02169810	2008-06-15 05:15	73.85	
USGS	02169810	2008-06-15 05:30	73.85	
USGS	02169810	2008-06-15 05:45	73.85	
USGS	02169810	2008-06-15 06:00	73.84	
USGS	02169810	2008-06-15 06:15	73.84	
USGS	02169810	2008-06-15 06:30	73.83	
USGS	02169810	2008-06-15 06:45	73.82	
USGS	02169810	2008-06-15 07:00	73.82	
USGS	02169810	2008-06-15 07:15	73.81	
USGS	02169810	2008-06-15 07:30	73.81	
USGS	02169810	2008-06-15 07:45	73.79	
USGS	02169810	2008-06-15 08:00	73.79	
USGS	02169810	2008-06-15 08:15	73.78	
USGS	02169810	2008-06-15 08:30	73.78	
USGS	02169810	2008-06-15 08:45	73.77	
USGS	02169810	2008-06-15 09:00	73.77	
USGS	02169810	2008-06-15 09:15	73.77	
USGS	02169810	2008-06-15 09:30	73.76	
USGS	02169810	2008-06-15 09:45	73.76	
USGS	02169810	2008-06-15 10:00	73.76	
USGS	02169810	2008-06-15 10:15	73.76	
USGS	02169810	2008-06-15 10:30	73.76	
USGS	02169810	2008-06-15 10:45	73.76	
USGS	02169810	2008-06-15 11:00	73.77	
USGS	02169810	2008-06-15 11:15	73.77	
USGS	02169810	2008-06-15 11:30	73.77	
USGS	02169810	2008-06-15 11:45	73.76	
USGS	02169810	2008-06-15 12:00	73.76	
USGS	02169810	2008-06-15 12:15	73.77	
USGS	02169810	2008-06-15 12:30	73.76	
USGS	02169810	2008-06-15 12:45	73.76	
USGS	02169810	2008-06-15 13:00	73.75	
USGS	02169810	2008-06-15 13:15	73.75	
USGS	02169810	2008-06-15 13:30	73.75	
USGS	02169810	2008-06-15 13:45	73.74	
USGS	02169810	2008-06-15 14:00	73.74	
USGS	02169810	2008-06-15 14:15	73.74	
USGS	02169810	2008-06-15 14:30	73.74	
USGS	02169810	2008-06-15 14:45	73.74	
USGS	02169810	2008-06-15 15:00	73.73	
USGS	02169810	2008-06-15 15:15	73.74	
USGS	02169810	2008-06-15 15:30	73.74	
USGS	02169810	2008-06-15 15:45	73.73	
USGS	02169810	2008-06-15 16:00	73.73	
USGS	02169810	2008-06-15 16:15	73.73	
USGS	02169810	2008-06-15 16:30	73.74	
USGS	02169810	2008-06-15 16:45	73.75	
USGS	02169810	2008-06-15 17:00	73.77	
USGS	02169810	2008-06-15 17:15	73.77	
USGS	02169810	2008-06-15 17:30	73.77	
USGS	02169810	2008-06-15 17:45	73.78	
USGS	02169810	2008-06-15 18:00	73.78	
USGS	02169810	2008-06-15 18:15	73.79	
USGS	02169810	2008-06-15 18:30	73.80	
USGS	02169810	2008-06-15 18:45	73.80	
USGS	02169810	2008-06-15 19:00	73.82	
USGS	02169810	2008-06-15 19:15	73.83	
USGS	02169810	2008-06-15 19:30	73.83	
USGS	02169810	2008-06-15 19:45	73.84	
USGS	02169810	2008-06-15 20:00	73.85	
USGS	02169810	2008-06-15 20:15	73.84	
USGS	02169810	2008-06-15 20:30	73.84	
USGS	02169810	2008-06-15 20:45	73.83	
USGS	02169810	2008-06-15 21:00	73.82	
USGS	02169810	2008-06-15 21:15	73.82	
USGS	02169810	2008-06-15 21:30	73.80	
USGS	02169810	2008-06-15 21:45	73.79	
USGS	02169810	2008-06-15 22:00	73.78	
USGS	02169810	2008-06-15 22:15	73.77	
USGS	02169810	2008-06-15 22:30	73.76	
USGS	02169810	2008-06-15 22:45	73.76	
USGS	02169810	2008-06-15 23:00	73.75	
USGS	02169810	2008-06-15 23:15	73.74	
USGS	02169810	2008-06-15 23:30	73.74	
USGS	02169810	2008-06-15 23:45	73.74	
USGS	02169810	2008-06-16 00:00	73.74	
USGS	02169810	2008-06-16 00:15	73.74	
USGS	02169810	2008-06-16 00:30	73.74	
USGS	02169810	2008-06-16 00:45	73.75	
USGS	02169810	2008-06-16 01:00	73.75	
USGS	02169810	2008-06-16 01:15	73.75	
USGS	02169810	2008-06-16 01:30	73.75	
USGS	02169810	2008-06-16 01:45	73.74	
USGS	02169810	2008-06-16 02:00	73.74	
USGS	02169810	2008-06-16 02:15	73.74	
USGS	02169810	2008-06-16 02:30	73.74	
USGS	02169810	2008-06-16 02:45	73.73	
USGS	02169810	2008-06-16 03:00	73.73	
USGS	02169810	2008-06-16 03:15	73.73	
USGS	02169810	2008-06-16 03:30	73.73	
USGS	02169810	2008-06-16 03:45	73.72	
USGS	02169810	2008-06-16 04:00	73.72	
USGS	02169810	2008-06-16 04:15	73.72	
USGS	02169810	2008-06-16 04:30	73.72	
USGS	02169810	2008-06-16 04:45	73.71	
USGS	02169810	2008-06-16 05:00	73.71	
USGS	02169810	2008-06-16 05:15	73.71	
USGS	02169810	2008-06-16 05:30	73.71	
USGS	02169810	2008-06-16 05:45	73.70	
USGS	02169810	2008-06-16 06:00	73.71	
USGS	02169810	2008-06-16 06:15	73.70	
USGS	02169810	2008-06-16 06:30	73.70	
USGS	02169810	2008-06-16 06:45	73.71	
USGS	02169810	2008-06-16 07:00	73.70	
USGS	02169810	2008-06-16 07:15	73.71	
USGS	02169810	2008-06-16 07:30	73.71	
USGS	02169810	2008-06-16 07:45	73.71	
USGS	02169810	2008-06-16 08:00	73.70	
USGS	02169810	2008-06-16 08:15	73.70	
USGS	02169810	2008-06-16 08:30	73.70	
USGS	02169810	2008-06-16 08:45	73.70	
USGS	02169810	2008-06-16 09:00	73.70	
USGS	02169810	2008-06-16 09:15	73.69	
USGS	02169810	2008-06-16 09:30	73.69	
USGS	02169810	2008-06-16 09:45	73.68	
USGS	02169810	2008-06-16 10:00	73.68	
USGS	02169810	2008-06-16 10:15	73.68	
USGS	02169810	2008-06-16 10:30	73.68	
USGS	02169810	2008-06-16 10:45	73.68	
USGS	02169810	2008-06-16 11:00	73.68	
USGS	02169810	2008-06-16 11:15	73.69	
USGS	02169810	2008-06-16 11:30	73.69	
USGS	02169810	2008-06-16 11:45	73.70	
USGS	02169810	2008-06-16 12:00	73.70	
USGS	02169810	2008-06-16 12:15	73.71	
USGS	02169810	2008-06-16 12:30	73.72	
USGS	02169810	2008-06-16 12:45	73.73	
USGS	02169810	2008-06-16 13:00	73.73	
USGS	02169810	2008-06-16 13:15	73.73	
USGS	02169810	2008-06-16 13:30	73.73	
USGS	02169810	2008-06-16 13:45	73.73	
USGS	02169810	2008-06-16 14:00	73.73	
USGS	02169810	2008-06-16 14:15	73.73	
USGS	02169810	2008-06-16 14:30	73.73	
USGS	02169810	2008-06-16 14:45	73.73	
USGS	02169810	2008-06-16 15:00	73.73	
USGS	02169810	2008-06-16 15:15	73.73	
USGS	02169810	2008-06-16 15:30	73.73	
USGS	02169810	2008-06-16 15:45	73.72	
USGS	02169810	2008-06-16 16:00	73.72	
USGS	02169810	2008-06-16 16:15	73.72	
USGS	02169810	2008-06-16 16:30	73.72	
USGS	02169810	2008-06-16 16:45	73.72	
USGS	02169810	2008-06-16 17:00	73.72	
USGS	02169810	2008-06-16 17:15	73.73	
USGS	02169810	2008-06-16 17:30	73.73	
USGS	02169810	2008-06-16 17:45	73.73	
USGS	02169810	2008-06-16 18:00	73.74	
USGS	02169810	2008-06-16 18:15	73.75	
USGS	02169810	2008-06-16 18:30	73.75	
USGS	02169810	2008-06-16 18:45	73.76	
USGS	02169810	2008-06-16 19:00	73.77	
USGS	02169810	2008-06-16 19:15	73.78	
USGS	02169810	2008-06-16 19:30	73.78	
USGS	02169810	2008-06-16 19:45	73.78	
USGS	02169810	2008-06-16 20:00	73.79	
USGS	02169810	2008-06-16 20:15	73.79	
USGS	02169810	2008-06-16 20:30	73.79	
USGS	02169810	2008-06-16 20:45	73.79	
USGS	02169810	2008-06-16 21:00	73.79	
USGS	02169810	2008-06-16 21:15	73.79	
USGS	02169810	2008-06-16 21:30	73.79	
USGS	02169810	2008-06-16 21:45	73.79	
USGS	02169810	2008-06-16 22:00	73.79	
USGS	02169810	2008-06-16 22:15	73.79	
USGS	02169810	2008-06-16 22:30	73.79	
USGS	02169810	2008-06-16 22:45	73.79	
USGS	02169810	2008-06-16 23:00	73.80	
USGS	02169810	2008-06-16 23:15	73.80	
USGS	02169810	2008-06-16 23:30	73.80	
USGS	02169810	2008-06-16 23:45	73.80	
USGS	02169810	2008-06-17 00:00	73.80	
USGS	02169810	2008-06-17 00:15	73.80	
USGS	02169810	2008-06-17 00:30	73.79	
USGS	02169810	2008-06-17 00:45	73.79	
USGS	02169810	2008-06-17 01:00	73.78	
USGS	02169810	2008-06-17 01:15	73.78	
USGS	02169810	2008-06-17 01:30	73.77	
USGS	02169810	2008-06-17 01:45	73.77	
USGS	02169810	2008-06-17 02:00	73.76	
USGS	02169810	2008-06-17 02:15	73.76	
USGS	02169810	2008-06-17 02:30	73.76	
USGS	02169810	2008-06-17 02:45	73.76	
USGS	02169810	2008-06-17 03:00	73.76	
USGS	02169810	2008-06-17 03:15	73.76	
USGS	02169810	2008-06-17 03:30	73.76	
USGS	02169810	2008-06-17 03:45	73.76	
USGS	02169810	2008-06-17 04:00	73.76	
USGS	02169810	2008-06-17 04:15	73.76	
USGS	02169810	2008-06-17 04:30	73.75	
USGS	02169810	2008-06-17 04:45	73.75	
USGS	02169810	2008-06-17 05:00	73.74	
USGS	02169810	2008-06-17 05:15	73.74	
USGS	02169810	2008-06-17 05:30	73.73	
USGS	02169810	2008-06-17 05:45	73.73	
USGS	02169810	2008-06-17 06:00	73.73	
USGS	02169810	2008-06-17 06:15	73.73	
USGS	02169810	2008-06-17 06:30	73.73	
USGS	02169810	2008-06-17 06:45	73.73	
USGS	02169810	2008-06-17 07:00	73.72	
USGS	02169810	2008-06-17 07:15	73.72	
USGS	02169810	2008-06-17 07:30	73.72	
USGS	02169810	2008-06-17 07:45	73.72	
USGS	02169810	2008-06-17 08:00	73.71	
USGS	02169810	2008-06-17 08:15	73.70	
USGS	02169810	2008-06-17 08:30	73.70	
USGS	02169810	2008-06-17 08:45	73.69	
USGS	02169810	2008-06-17 09:00	73.68	
USGS	02169810	2008-06-17 09:15	73.68	
USGS	02169810	2008-06-17 09:30	73.67	
USGS	02169810	2008-06-17 09:45	73.66	
USGS	02169810	2008-06-17 10:00	73.66	
USGS	02169810	2008-06-17 10:15	73.66	
USGS	02169810	2008-06-17 10:30	73.65	
USGS	02169810	2008-06-17 10:45	73.65	
USGS	02169810	2008-06-17 11:00	73.65	
USGS	02169810	2008-06-17 11:15	73.65	
USGS	02169810	2008-06-17 11:30	73.65	
USGS	02169810	2008-06-17 11:45	73.65	
USGS	02169810	2008-06-17 12:00	73.65	
USGS	02169810	2008-06-17 12:15	73.65	
USGS	02169810	2008-06-17 12:30	73.65	
USGS	02169810	2008-06-17 12:45	73.65	
USGS	02169810	2008-06-17 13:00	73.65	
USGS	02169810	2008-06-17 13:15	73.65	
USGS	02169810	2008-06-17 13:30	73.65	
USGS	02169810	2008-06-17 13:45	73.65	
